Id_INVAS_COMPLETO,Grupo,Orden filogenetico,familia,Nombre cientifico,Ambiente,Origen,Presencia,Estatus,Ficha,Instrumento legal,Enciclovida 2020,enciclovida_id
5382INVAS,Peces,16,Gobiidae,Neogobius melanostomus,Salobre,Exótica,Se desconoce,Invasora,X,,,
5383INVAS,Peces,16,Oxudercidae,Tridentiger trigonocephalus,Dulceacuícola,Exótica,Ausente,Invasora,X,,,37142
5384INVAS,Peces,16,Ictaluridae,Ameiurus melas,Dulceacuícola,Nativa,Presente,Invasora,X,,,28271
5385INVAS,Peces,16,Ictaluridae,Ameiurus natalis,Dulceacuícola,Exótica,Presente,Invasora,X,,,28272
5386INVAS,Plantas,4,Fabaceae,Cajanus cajan,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,185767
5387INVAS,Algas y protoctistas,3,Diplopsaliaceae,Boreadinium pisiforme,Marino,Exótica,Se desconoce,,,,,14693
5388INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium parcum,Marino,Exótica,Presente,,,,,14887
5389INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium parvicollum,Marino,Exótica,Presente,,,,,14543
5390INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium parvispinum,Marino,Exótica,Presente,,,,,14544
5391INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium subsphaericum,Marino,Exótica,Presente,,,,,14561
5392INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium thulesense,Marino,Exótica,Presente,,,,,14895
5393INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium vulgare,Marino,Exótica,Presente,,,,,14568
5394INVAS,Algas y protoctistas,3,Alariaceae,Undaria pinnatifida,Marino,Exótica,Presente,Invasora,X,,,12742
5395INVAS,Algas y protoctistas,3,Caulerpaceae,Caulerpa taxifolia,Marino,Exótica,Ausente,Invasora,,Lista oficial invasoras México,,9431
5397INVAS,Algas y protoctistas,3,Chattonellaceae,Chattonella marina antiqua,Marino,Exótica,Se desconoce,,,,,
5398INVAS,Algas y protoctistas,3,Chattonellaceae,Chattonella marina,Marino,Exótica,Presente,,,,,248664
5399INVAS,Algas y protoctistas,3,Chattonellaceae,Chattonella subsalsa,Marino,Exótica,Presente,,,,,248665
5400INVAS,Algas y protoctistas,3,Incertae sedis,Pseudochattonella verruculosa,Marino,Exótica,Se desconoce,,,,,
5401INVAS,Algas y protoctistas,3,Fibrocapsaceae,Fibrocapsa japonica,Marino,Exótica,Presente,,,,,248694
5402INVAS,Algas y protoctistas,3,Chattonellaceae,Heterosigma akashiwo,Marino,Exótica,Se desconoce,,,,,
5403INVAS,Crustáceos,12,Moinidae,Moina macrocopa,Dulceacuícola,Exótica,Presente,,,,,63246
5404INVAS,Otros invertebrados,7,Olindiidae,Craspedacusta sowerbii,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,48158
5406INVAS,Algas y protoctistas,3,Cutleriaceae,Mutimo cylindricus,Marino,Exótica,Presente,Invasora,,,,15770
5407INVAS,Algas y protoctistas,3,Sargassaceae,Sargassum muticum,Marino,Exótica,Presente,Invasora,X,,,10669
5408INVAS,Plantas,4,Fabaceae,Clitoria ternatea,Terrestre,Exótica,Presente,,,,,188614
5410INVAS,Plantas,4,Malvaceae,Sphaeralcea parvifolia,Terrestre,Exótica,Presente,,,,,230085
5411INVAS,Plantas,4,Melastomataceae,Melastoma malabathricum,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,279422
5412INVAS,Plantas,4,Fabaceae,Acacia melanoxylon,Terrestre,Exótica,Presente,Invasora,X,,,201348
5413INVAS,Plantas,4,Fabaceae,Albizia lebbeck,Terrestre,Exótica,Presente,Invasora,X,,,171933
5414INVAS,Crustáceos,12,Melitidae,Melita nitida,Marino,Exótica,Presente,,,,,60742
5415INVAS,Plantas,4,Asteraceae,Melampodium strigosum,Terrestre,Exótica,Presente,,,,,184600
5416INVAS,Plantas,4,Asteraceae,Mikania cordata,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,201453
5418INVAS,Plantas,4,Orchidaceae,Eulophia maculata,Terrestre,Exótica,Presente,Invasora,X,,,286132
5423INVAS,Algas y protoctistas,3,Olisthodiscaceae,Olisthodiscus luteus,Marino,Exótica,Ausente,,,,,279346
5425INVAS,Anfibios,17,Pipidae,Xenopus laevis,Terrestre-Acuático,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,36783
5426INVAS,Crustáceos,12,Ampithoidae,Ampithoe pollex,Marino,Exótica,Presente,,,,,59721
5427INVAS,Crustáceos,12,Ampithoidae,Ampithoe longimana,Marino,Exótica,Presente,,,,,59719
5428INVAS,Crustáceos,12,Aoridae,Grandidierella japonica,Salobre,Exótica,Presente,,,,,64246
5429INVAS,Crustáceos,12,Corophiidae,Monocorophium acherusicum,Marino,Exótica,Presente,,,,,63548
5430INVAS,Insectos,12,Coccinellidae,Chilocorus circumdatus,Terrestre,Exótica,Se desconoce,,,,,
5431INVAS,Peces,16,Scorpaenidae,Pterois volitans,Marino,Exótica,Presente,Invasora,X,,,37144
5432INVAS,Peces,16,Fundulidae,Fundulus zebrinus,Dulceacuícola,Exótica,Presente,Invasora,X,,,37145
5433INVAS,Plantas,4,Amaranthaceae,Gomphrena sonorae,Terrestre,Exótica,Presente,,,,,171737
5439INVAS,Plantas,4,Apiaceae,Conium maculatum,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,171156
5440INVAS,Plantas,4,Apiaceae,Coriandrum sativum,Terrestre,Exótica,Presente,,,,,162818
5441INVAS,Plantas,4,Apiaceae,Heracleum mantegazzianum,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,201437
5443INVAS,Plantas,4,Apocynaceae,Asclepias syriaca,Terrestre,Exótica,Ausente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,201425
5444INVAS,Plantas,4,Apocynaceae,Calotropis procera,Terrestre,Exótica,Presente,,,,,163055
5445INVAS,Mamíferos,20,Sciuridae,Ammospermophilus leucurus,Terrestre,Nativa,Presente,Invasora,X,,,34148
5446INVAS,Moluscos,13,Cyrenidae,Corbicula fluminea,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,50811
5447INVAS,Moluscos,13,Corbulidae,Potamocorbula amurensis,Salobre,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,213514
5448INVAS,Moluscos,13,Dreissenidae,Dreissena bugensis,Dulceacuícola,Exótica,Presente,Invasora,,Lista oficial invasoras México,,230185
5449INVAS,Moluscos,13,Dreissenidae,Dreissena polymorpha,Dulceacuícola,Exótica,Presente,Invasora,,Lista oficial invasoras México,,230186
5450INVAS,Moluscos,13,Tateidae,Potamopyrgus antipodarum,Dulceacuícola,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,54890
5451INVAS,Moluscos,13,Mytilidae,Limnoperna fortunei,Dulceacuícola,Exótica,Ausente,Invasora,X,Lista oficial invasoras México,,54891
5452INVAS,Moluscos,13,Mytilidae,Arcuatula senhousia,Salobre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,54901
5453INVAS,Moluscos,13,Mytilidae,Perna perna,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,52686
5454INVAS,Moluscos,13,Ostreidae,Magallana gigas,Marino,Exótica,Presente confinada,Invasora,X,,,250563
5455INVAS,Moluscos,13,Teredinidae,Bankia destructa,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,54058
5456INVAS,Moluscos,13,Teredinidae,Bankia zeteki,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,54059
5457INVAS,Moluscos,13,Teredinidae,Teredo bartschi,Marino,Exótica,Presente,,,,,53530
5458INVAS,Moluscos,13,Achatinidae,Rumina decollata,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,54892
5460INVAS,Plantas,4,Brassicaceae,Diplotaxis muralis,Terrestre,Exótica,Presente,,,,,163287
5461INVAS,Plantas,4,Brassicaceae,Eruca vesicaria,Terrestre,Exótica,Presente,,,,,199935
5462INVAS,Plantas,4,Brassicaceae,Erucastrum gallicum,Terrestre,Exótica,Presente,,,,,163293
5463INVAS,Plantas,4,Brassicaceae,Hornungia procumbens,Terrestre,Exótica,Presente,,,,,201385
5465INVAS,Plantas,4,Brassicaceae,Lepidium draba,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,201029
5467INVAS,Plantas,4,Asteraceae,Helminthotheca echioides,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,201337
5468INVAS,Plantas,4,Asteraceae,Pseudognaphalium arizonicum,Terrestre,Exótica,Presente,,,,,179394
5469INVAS,Plantas,4,Asteraceae,Pseudognaphalium luteoalbum,Terrestre,Exótica,Presente,Invasora,,,,197023
5471INVAS,Plantas,4,Asteraceae,Senecio inaequidens,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,181593
5472INVAS,Plantas,4,Asteraceae,Senecio vulgaris,Terrestre,Exótica,Presente,,,,,185228
5473INVAS,Plantas,4,Asteraceae,Silybum marianum,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,201321
5477INVAS,Plantas,4,Asteraceae,Calendula officinalis,Terrestre,Exótica,Presente,,,,,182864
5478INVAS,Plantas,4,Asteraceae,Carthamus lanatus,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,201427
5479INVAS,Plantas,4,Asteraceae,Carthamus oxyacanthus,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,201426
5480INVAS,Plantas,4,Asteraceae,Carthamus tinctorius,Terrestre,Exótica,Presente,,,,,184875
5481INVAS,Plantas,4,Asteraceae,Centaurea calcitrapa,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,179783
5482INVAS,Plantas,4,Asteraceae,Centaurea melitensis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,182287
5483INVAS,Plantas,4,Poaceae,Apera spica-venti,Terrestre,Exótica,Ausente,Invasora,,Lista oficial invasoras México,,201476
5486INVAS,Plantas,4,Poaceae,Arundo donax,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,174347
5487INVAS,Plantas,4,Poaceae,Avena barbata,Terrestre,Exótica,Presente,,,,,173225
5488INVAS,Plantas,4,Poaceae,Avena fatua,Terrestre,Exótica,Presente,,,,,174603
5489INVAS,Plantas,4,Poaceae,Avena sativa,Terrestre,Exótica,Presente,,,,,177782
5490INVAS,Plantas,4,Poaceae,Bothriochloa ischaemum,Terrestre,Exótica,Presente,,,,,175473
5491INVAS,Crustáceos,12,Pleustidae,Incisocalliope derzhavini,Marino,Exótica,Ausente,,,,,257194
5493INVAS,Peces,16,Salmonidae,Salvelinus fontinalis,Dulceacuícola,Exótica,Presente,Invasora,X,,,30304
5494INVAS,Peces,16,Sparidae,Sparus aurata,Marino,Exótica,Presente,Invasora,X,,,37087
5495INVAS,Plantas,4,Acanthaceae,Hygrophila polysperma,Dulceacuícola,Exótica,Presente,,,,,201365
5496INVAS,Plantas,4,Asteraceae,Cotula coronopifolia,Terrestre,Exótica,Presente,,,,,180245
5497INVAS,Plantas,4,Asteraceae,Crupina vulgaris,Terrestre,Exótica,Ausente,Invasora,X,"Lista oficial invasoras México
NOM-043-FITO-1999",,201472
5498INVAS,Plantas,4,Asteraceae,Cyanthillium cinereum,Terrestre,Exótica,Presente,,,,,192481
5499INVAS,Plantas,4,Asteraceae,Cynara cardunculus,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,179904
5500INVAS,Plantas,4,Asteraceae,Glebionis coronaria,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,201713
5502INVAS,Plantas,4,Asteraceae,Chrysanthemum morifolium,Terrestre,Exótica,Presente,,,,,
5503INVAS,Plantas,4,Asteraceae,Emilia fosbergii,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,180885
5504INVAS,Peces,16,Centrarchidae,Lepomis cyanellus,Dulceacuícola,Nativa,Presente,Invasora,X,,,37100
5505INVAS,Peces,16,Centrarchidae,Lepomis macrochirus,Dulceacuícola,Nativa,Presente,Invasora,X,,,29524
5506INVAS,Peces,16,Centrarchidae,Lepomis marginatus,Dulceacuícola,Exótica,Presente,Invasora,X,,,30819
5507INVAS,Peces,16,Centrarchidae,Lepomis megalotis,Dulceacuícola,Nativa,Presente,Invasora,X,,,29525
5508INVAS,Peces,16,Centrarchidae,Lepomis microlophus,Dulceacuícola,Exótica,Presente,Invasora,X,,,29526
5509INVAS,Peces,16,Centrarchidae,Lepomis punctatus,Dulceacuícola,Exótica,Presente,Invasora,X,,,294947
5510INVAS,Peces,16,Centrarchidae,Micropterus dolomieu,Dulceacuícola,Exótica,Presente,Invasora,X,,,37362
5511INVAS,Peces,16,Centrarchidae,Micropterus salmoides,Dulceacuícola,Nativa,Presente,Invasora,X,,,29724
5512INVAS,Peces,16,Cichlidae,Parachromis motaguensis,Dulceacuícola,Exótica,Presente,Invasora,X,,,36962
5513INVAS,Peces,16,Centrarchidae,Pomoxis annularis,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,30898
5514INVAS,Peces,16,Centrarchidae,Pomoxis nigromaculatus,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,30132
5515INVAS,Peces,16,Cichlidae,Rubricatochromis guttatus,Dulceacuícola,Exótica,Presente,Invasora,,,,290602
5516INVAS,Peces,16,Cichlidae,Oreochromis aureus,Dulceacuícola,Exótica,Presente,Invasora,X,,,29949
5517INVAS,Peces,16,Cichlidae,Oreochromis mossambicus,Dulceacuícola,Exótica,Presente,Invasora,X,,,29950
5518INVAS,Peces,16,Cichlidae,Oreochromis niloticus,Dulceacuícola,Exótica,Presente,Invasora,X,,,29951
5519INVAS,Peces,16,Cichlidae,Oreochromis urolepis,Dulceacuícola,Exótica,Presente,Invasora,X,,,37143
5521INVAS,Peces,16,Cichlidae,Petenia splendida,Dulceacuícola,Nativa,Presente,Invasora,X,,,30043
5522INVAS,Peces,16,Cichlidae,Coptodon rendalli,Dulceacuícola,Exótica,Presente,Invasora,,,,261920
5523INVAS,Peces,16,Cichlidae,Coptodon zillii,Dulceacuícola,Exótica,Presente,Invasora,X,,,252271
5524INVAS,Peces,16,Clariidae,Clarias batrachus,Dulceacuícola,Exótica,Presente confinada,Invasora,X,,,252628
5525INVAS,Peces,16,Dorosomatidae,Dorosoma cepedianum,Dulceacuícola,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,28961
5526INVAS,Peces,16,Dorosomatidae,Dorosoma petenense,Dulceacuícola,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,28962
5527INVAS,Peces,16,Cobitidae,Misgurnus anguillicaudatus,Dulceacuícola,Exótica,Presente,Invasora,,,,37083
5528INVAS,Peces,16,Catostomidae,Carpiodes carpio,Dulceacuícola,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,28616
5529INVAS,Peces,16,Atherinopsidae,Menidia,Dulceacuícola,Exótica,Se desconoce,,,,,24679
5530INVAS,Peces,16,Leuciscidae,Algansea lacustris,Dulceacuícola,Nativa,Presente,Invasora,X,,,28239
5531INVAS,Peces,16,Cyprinidae,Carassius auratus,Dulceacuícola,Exótica,Presente,Invasora,,,,37088
5532INVAS,Peces,16,Xenocyprididae,Ctenopharyngodon idella,Dulceacuícola,Exótica,Presente,Invasora,X,,,37110
5533INVAS,Peces,16,Leuciscidae,Cyprinella lutrensis,Dulceacuícola,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,28844
5534INVAS,Peces,16,Cyprinidae,Cyprinus carpio,Dulceacuícola,Exótica,Presente,Invasora,,,,28878
5535INVAS,Peces,16,Cyprinidae,Cyprinus rubrofuscus,Dulceacuícola,Exótica,Presente,Invasora,X,,,37133
5538INVAS,Plantas,4,Fabaceae,Prosopis velutina,Terrestre,Nativa,Presente,Invasora,X,,,172598
5543INVAS,Insectos,12,Coccinellidae,Harmonia axyridis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,229968
5547INVAS,Plantas,4,Onagraceae,Oenothera hexandra gracilis,Terrestre,Exótica,Presente,,,,,
5549INVAS,Crustáceos,12,Corophiidae,Monocorophium insidiosum,Marino,Exótica,Presente,,,,,61160
5550INVAS,Crustáceos,12,Corophiidae,Monocorophium uenoi,Marino,Exótica,Presente,,,,,61161
5551INVAS,Plantas,4,Plantaginaceae,Plantago major,Terrestre,Exótica,Presente,,,,,166433
5552INVAS,Plantas,4,Plantaginaceae,Plantago ovata,Terrestre,Exótica,Presente,,,,,200186
5559INVAS,Plantas,4,Polygonaceae,Eriogonum polycladon,Terrestre,Exótica,Presente,,,,,166687
5560INVAS,Plantas,4,Polygonaceae,Fagopyrum esculentum,Terrestre,Exótica,Presente,,,,,166697
5561INVAS,Plantas,4,Polygonaceae,Polygonum arenastrum,Terrestre,Exótica,Presente,,,,,199206
5562INVAS,Plantas,4,Polygonaceae,Polygonum argyrocoleon,Terrestre,Exótica,Presente,,,,,199207
5563INVAS,Plantas,4,Polygonaceae,Polygonum aviculare,Terrestre,Exótica,Presente,,,,,166708
5564INVAS,Plantas,4,Polygonaceae,Fallopia convolvulus,Terrestre,Exótica,Presente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,202080
5565INVAS,Plantas,4,Polygonaceae,Persicaria lapathifolia,Terrestre,Exótica,Presente,,,,,197977
5566INVAS,Plantas,4,Polygonaceae,Persicaria maculosa,Terrestre,Exótica,Presente,,,,,200656
5567INVAS,Plantas,4,Polygonaceae,Rumex acetosella,Terrestre,Exótica,Presente,,,,,166719
5568INVAS,Plantas,4,Polygonaceae,Rumex conglomeratus,Terrestre,Exótica,Presente,,,,,193533
5569INVAS,Plantas,4,Polygonaceae,Rumex crispus,Terrestre,Exótica,Presente,Invasora,X,,,166721
5570INVAS,Plantas,4,Polygonaceae,Rumex obtusifolius,Terrestre,Exótica,Presente,,,,,166723
5571INVAS,Plantas,4,Polygonaceae,Rumex pulcher,Terrestre,Exótica,Presente,,,,,170539
5574INVAS,Plantas,4,Ranunculaceae,Ranunculus repens,Terrestre,Exótica,Presente,Invasora,,NOM-043-FITO-1999,,166796
5575INVAS,Plantas,4,Rosaceae,Rubus fruticosus,Terrestre,Exótica,Presente confinada,Invasora,,NOM-043-FITO-1999,,201450
5576INVAS,Plantas,4,Rosaceae,Rubus moluccanus,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,201451
5577INVAS,Plantas,4,Poaceae,Bromus rigidus,Terrestre,Exótica,Presente,Invasora,X,,,177636
5578INVAS,Plantas,4,Poaceae,Bromus rubens,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,177681
5579INVAS,Plantas,4,Poaceae,Bromus secalinus,Terrestre,Exótica,Presente,,,,,196708
5580INVAS,Plantas,4,Poaceae,Bromus tectorum,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,178347
5583INVAS,Plantas,4,Poaceae,Coix lacryma-jobi,Dulceacuícola,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,175591
5584INVAS,Plantas,4,Poaceae,Cortaderia selloana,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,177918
5585INVAS,Plantas,4,Poaceae,Crypsis vaginiflora,Terrestre,Exótica,Presente,,,,,201355
5586INVAS,Plantas,4,Poaceae,Cymbopogon citratus,Terrestre,Exótica,Presente,,,,,173807
5587INVAS,Plantas,4,Poaceae,Cynodon dactylon,Terrestre,Exótica,Presente,Invasora,X,,,174131
5588INVAS,Plantas,4,Poaceae,Cynodon nlemfuensis,Terrestre,Exótica,Presente,Invasora,X,,,176526
5589INVAS,Plantas,4,Poaceae,Cynodon plectostachyus,Terrestre,Exótica,Presente,Invasora,,,,177076
5590INVAS,Plantas,4,Poaceae,Chloris gayana,Terrestre,Exótica,Presente,,,,,174822
5591INVAS,Plantas,4,Poaceae,Chloris barbata,Terrestre,Exótica,Presente,,,,,173235
5593INVAS,Plantas,4,Poaceae,Chrysopogon aciculatus,Terrestre,Exótica,Ausente,Invasora,,NOM-043-FITO-1999,,201440
5594INVAS,Plantas,4,Poaceae,Dactylis glomerata,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,174965
5595INVAS,Plantas,4,Poaceae,Dactyloctenium aegyptium,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,172719
5596INVAS,Plantas,4,Poaceae,Dichanthium annulatum,Terrestre,Exótica,Presente,Invasora,X,,,172937
5597INVAS,Plantas,4,Poaceae,Dichanthium aristatum,Terrestre,Exótica,Presente,,,,,173032
5598INVAS,Plantas,4,Poaceae,Digitaria bicornis,Terrestre,Exótica,Presente,,,,,173311
5599INVAS,Plantas,4,Poaceae,Digitaria ischaemum,Terrestre,Exótica,Presente,,,,,201338
5600INVAS,Plantas,4,Poaceae,Digitaria eriantha,Terrestre,Exótica,Presente,,,,,201354
5601INVAS,Plantas,4,Poaceae,Digitaria sanguinalis,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,177773
5602INVAS,Plantas,4,Poaceae,Digitaria abyssinica,Terrestre,Exótica,Presente,Invasora,,Lista oficial invasoras México,,201361
5603INVAS,Plantas,4,Poaceae,Digitaria setigera,Terrestre,Exótica,Presente,,,,,177986
5604INVAS,Plantas,4,Poaceae,Digitaria ternata,Terrestre,Exótica,Presente,,,,,178434
5605INVAS,Peces,16,Danionidae,Danio rerio,Dulceacuícola,Exótica,Presente,Invasora,,,,37130
5606INVAS,Peces,16,Leuciscidae,Siphateles bicolor,Dulceacuícola,Exótica,Se desconoce,Invasora,X,,,37089
5607INVAS,Peces,16,Leuciscidae,Gila orcuttii,Dulceacuícola,Exótica,Presente,Invasora,X,,,37122
5608INVAS,Peces,16,Xenocyprididae,Hypophthalmichthys molitrix,Dulceacuícola,Exótica,Presente,Invasora,X,,,135284
5610INVAS,Peces,16,Xenocyprididae,Megalobrama amblycephala,Dulceacuícola,Exótica,Presente,Invasora,X,,,135286
5611INVAS,Peces,16,Xenocyprididae,Mylopharyngodon piceus,Dulceacuícola,Exótica,Presente,Invasora,X,,,37363
5612INVAS,Peces,16,Cyprinidae,Notemigonus crysoleucas,Dulceacuícola,Exótica,Presente,Invasora,X,,,294950
5613INVAS,Peces,16,Leuciscidae,Pimephales promelas,Dulceacuícola,Nativa,Presente,Invasora,X,,,30062
5614INVAS,Peces,16,Cyprinidae,Puntius titteya,Dulceacuícola,Exótica,Presente,Invasora,X,,,37141
5615INVAS,Plantas,4,Asteraceae,Acanthospermum hispidum,Terrestre,Exótica,Se desconoce,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,181485
5617INVAS,Plantas,4,Asteraceae,Ambrosia artemisiifolia,Terrestre,Exótica,Presente,,,,,179409
5621INVAS,Plantas,4,Asteraceae,Anaphalis margaritacea,Terrestre,Nativa,Presente,Invasora,X,Lista oficial invasoras México,,199266
5622INVAS,Algas y protoctistas,3,Diplopsaliaceae,Oblea rotunda,Marino,Exótica,Presente,,,,,14487
5623INVAS,Algas y protoctistas,3,Protoperidiniaceae,Protoperidinium bispinum,Marino,Exótica,Presente,,,,,14496
5630INVAS,Plantas,4,Asteraceae,Emilia sonchifolia,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,184414
5633INVAS,Plantas,4,Asteraceae,Erigeron formosissimus,Terrestre,Exótica,Presente,,,,,199272
5637INVAS,Plantas,4,Asteraceae,Guizotia abyssinica,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,201322
5638INVAS,Plantas,4,Asteraceae,Gynura aurantiaca,Terrestre,Exótica,Presente,,,,,179456
5639INVAS,Plantas,4,Asteraceae,Hedypnois rhagadioloides,Terrestre,Exótica,Presente,,,,,201316
5643INVAS,Plantas,4,Asteraceae,Helianthus petiolaris,Terrestre,Exótica,Presente,,,,,183309
5647INVAS,Plantas,4,Asteraceae,Hypochaeris glabra,Terrestre,Exótica,Presente,,,,,181003
5648INVAS,Plantas,4,Asteraceae,Hypochaeris radicata,Terrestre,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,199279
5649INVAS,Plantas,4,Asteraceae,Iva axillaris,Terrestre,Exótica,Presente,,,,,201375
5650INVAS,Plantas,4,Asteraceae,Lactuca sativa,Terrestre,Exótica,Presente,,,,,192675
5651INVAS,Plantas,4,Asteraceae,Lactuca serriola,Terrestre,Exótica,Presente,Invasora,X,,,184297
5652INVAS,Plantas,4,Asteraceae,Lapsana communis,Terrestre,Exótica,Presente,,,,,180123
5659INVAS,Plantas,4,Asteraceae,Malacothrix fendleri,Terrestre,Exótica,Presente,,,,,180788
5660INVAS,Plantas,4,Asteraceae,Tripleurospermum inodorum,Terrestre,Exótica,Ausente,Invasora,,"Lista oficial invasoras México
NOM-043-FITO-1999",,201478
5662INVAS,Plantas,4,Asteraceae,Melampodium longicorne,Terrestre,Exótica,Presente,,,,,182048
5663INVAS,Plantas,4,Asteraceae,Soliva anthemifolia,Terrestre,Exótica,Presente,,,,,179291
5664INVAS,Plantas,4,Asteraceae,Sonchus asper,Terrestre,Exótica,Presente,,,,,179417
5665INVAS,Plantas,4,Asteraceae,Sonchus oleraceus,Terrestre,Exótica,Presente,,,,,182865
5666INVAS,Plantas,4,Asteraceae,Sonchus tenerrimus,Terrestre,Exótica,Presente,,,,,184761
5668INVAS,Plantas,4,Asteraceae,Tragopogon porrifolius,Terrestre,Exótica,Presente,,,,,183487
5675INVAS,Crustáceos,12,Parastacidae,Cherax quadricarinatus,Dulceacuícola,Exótica,Presente,Invasora,,,,64583
5678INVAS,Crustáceos,12,Penaeidae,Penaeus monodon,Marino,Exótica,Presente,Invasora,X,Lista oficial invasoras México,,64575
5679INVAS,Crustáceos,12,Carcinidae,Carcinus maenas,Marino,Exótica,Ausente,Invasora,X,,,65231
5680INVAS,Crustáceos,12,Varunidae,Eriocheir sinensis,Salobre,Exótica,Ausente,Invasora,X,,,290531
5681INVAS,Crustáceos,12,Cletodidae,Enhydrosoma lacunae,Marino,Exótica,Presente,,,,,62997
5682INVAS,Crustáceos,12,Cyclopidae,Mesocyclops aspericornis,Dulceacuícola,Exótica,Presente,,,,,63074
5683INVAS,Crustáceos,12,Cyclopidae,Mesocyclops pehpeiensis,Dulceacuícola,Exótica,Presente,,,,,64505
5684INVAS,Crustáceos,12,Cyclopidae,Mesocyclops thermocyclopoides,Dulceacuícola,Exótica,Presente,,,,,64507
5685INVAS,Crustáceos,12,Cyclopidae,Thermocyclops crassus,Dulceacuícola,Exótica,Presente,,,,,64509
5686INVAS,Crustáceos,12,Cirolanidae,Eurylana arcuata,Terrestre,Exótica,Ausente,,,,,290577
5689INVAS,Crustáceos,12,Sphaeromatidae,Sphaeroma quoyanum,Marino,Exótica,Presente,,,,,63298
5690INVAS,Crustáceos,12,Sphaeromatidae,Sphaeroma walkeri,Marino,Exótica,Presente,,,,,64202
5691INVAS,Crustáceos,12,Balanidae,Amphibalanus amphitrite,Marino,Exótica,Presente,Invasora,,,,63181
5692INVAS,Crustáceos,12,Balanidae,Megabalanus tintinnabulum,Marino,Exótica,Presente,,,,,64581
5693INVAS,Crustáceos,12,Cercopagididae,Bythotrephes longimanus,Marino,Exótica,Presente,,,,,64578
5694INVAS,Crustáceos,12,Daphniidae,Daphnia lumholtzi,Dulceacuícola,Exótica,Presente,,,,,
5695INVAS,Insectos,12,Apidae,Apis mellifera,Terrestre,Exótica,Presente,,,,,113283
