idCAT,layers,styler,bbox,anio,autor,urlgeoportal,urldescargazip
19312GIMNO,are015dpgw,dp_01v,"-105.516670227051,15.9166698455811,-95.0916595458984,23.0083389282227",2014,Jaramillo-Correa y Martínez-Méndez,http://geoportal.conabio.gob.mx/#!l=are015dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/are015dpgw.zip
19313GIMNO,ave015dpgw,dp_01v,"-101.116668701172,21.7166690826416,-99.0833282470703,25.69167137146",2014,Jaramillo-Correa y Martínez-Méndez,http://geoportal.conabio.gob.mx/#!l=ave015dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ave015dpgw.zip
479REPTI,abro_deppgw,poly_conabio_conabio_1p,"-94.617805,16.547626,-94.607803,16.557627",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=abro_deppgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abro_deppgw.zip
481REPTI,abro_gramgw,poly_conabio_conabio_1p,"-97.917801,18.087626,-96.8778,19.927626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=abro_gramgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abro_gramgw.zip
1074REPTI,abro_martgw,poly_conabio_conabio_1p,"-100.257805,17.487627,-99.477806,17.687626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=abro_martgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abro_martgw.zip
489REPTI,abro_reidgw,poly_conabio_conabio_1p,"-94.017807,17.997625,-93.977806,18.017626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=abro_reidgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abro_reidgw.zip
1076REPTI,abro_smitgw,poly_conabio_conabio_1p,"-93.117805,15.287626,-92.1978,15.847626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=abro_smitgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abro_smitgw.zip
490REPTI,abro_taengw,poly_conabio_conabio_1p,"-99.567802,19.697626,-97.6978,23.477627",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=abro_taengw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abro_taengw.zip
52229ANGIO,apr009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apr009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apr009dpgw.zip
29760ANGIO,apa052dpgw,dp_01g,"-96.4583333329669,8.37499999969138,-80.5416666660949,19.12499999983",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=apa052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apa052dpgw.zip
36412ANGIO,agr002dpgw,dp_01g,"-106.972465515137,14.5661697387695,-86.7565994262695,24.4657745361328",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=agr002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/agr002dpgw.zip
29258ANGIO,apu052dpgw,dp_01g,"-99.3333333330039,8.70833333302901,-82.2083333327831,21.9999999998671",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=apu052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apu052dpgw.zip
74402ANGIO,ath_presentgw,invasoras,"-117.5,14.5340050259999,-86.708331727,32.7173393079177",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ath_presentgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ath_presentgw.zip
74402ANGIO,ath_50r45mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ath_50r45mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ath_50r45mdgw.zip
74402ANGIO,ath_50r85mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ath_50r85mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ath_50r85mdgw.zip
74402ANGIO,ath_70r45mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ath_70r45mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ath_70r45mdgw.zip
74402ANGIO,ath_70r85mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ath_70r85mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ath_70r85mdgw.zip
19268ANGIO,aam009dpgw,jm009_0_1,"-108.88691,16.33896,-90.704304,29.880085",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aam009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aam009dpgw.zip
36211ANGIO,abe009dpgw,jm009_0_1,"-108.88691,16.33896,-90.704304,29.880085",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=abe009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abe009dpgw.zip
26361ANGIO,abi009dpgw,jm009_0_1,"-109.90036,15.641599,-94.742633,31.790953",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=abi009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abi009dpgw.zip
19165ANGIO,abil009dpgw,jm009_0_1,"-105.70041,14.56617,-90.36769,20.882584",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=abil009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abil009dpgw.zip
36708ANGIO,abr009dpgw,jm009_0_1,"-120.11293756791,22.865597735437,-109.396699567909,35.840078735437",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=abr009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abr009dpgw.zip
64473ANGIO,dis_a_pringw,arbol_trop,"-99.050323,15.15083,-86.809989,26.070359",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_a_pringw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_a_pringw.zip
36128ANGIO,ace009dpgw,jm009_0_1,"-97.163452613861,14.0019788782899,-86.705537613861,21.61000787829",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ace009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ace009dpgw.zip
19166ANGIO,aco009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aco009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aco009dpgw.zip
36129ANGIO,acol009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=acol009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acol009dpgw.zip
19168ANGIO,acon009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=acon009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acon009dpgw.zip
26365ANGIO,acor009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=acor009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acor009dpgw.zip
26365ANGIO,acor052dpgw,dp_01g,"-106.666666666432,9.54166666637309,-84.1249999994745,23.7499999998897",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=acor052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acor052dpgw.zip
36033ANGIO,dis_a_doligw,arbol_trop,"-93.840177,17.800708,-86.839992,21.600543",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_a_doligw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_a_doligw.zip
19170ANGIO,dis_a_farngw,arbol_trop,"-116.170815,15.15083,-86.809991,32.230097",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_a_farngw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_a_farngw.zip
19170ANGIO,afa009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=afa009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/afa009dpgw.zip
36223ANGIO,aga009dpgw,jm009_0_1,"-97.163452613861,14.0019788782899,-86.705537613861,21.61000787829",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aga009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aga009dpgw.zip
36223ANGIO,aga052dpgw,dp_01g,"-92.4999999995825,17.1666666667333,-86.7499999995083,21.6666666667913",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=aga052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aga052dpgw.zip
36130ANGIO,age009dpgw,jm009_0_1,"-97.163452613861,14.0019788782899,-86.705537613861,21.61000787829",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=age009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/age009dpgw.zip
26368ANGIO,agl009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=agl009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/agl009dpgw.zip
36126ANGIO,aglo009dpgw,jm009_0_1,"-105.67696,13.99715,-86.286069,22.763466",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aglo009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aglo009dpgw.zip
19237ANGIO,ahi009dpgw,jm009_0_1,"-116.75317354978,14.53108589379,-88.3126445497799,35.03026589379",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ahi009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ahi009dpgw.zip
19237ANGIO,ahi052dpgw,dp_01g,"-108.083333333117,9.50000000036665,-83.9583333328057,25.916666667245",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=ahi052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ahi052dpgw.zip
19242ANGIO,ama009dpgw,jm009_0_1,"-106.28619366272,14.53230558067,-86.7119766627199,24.45690858067",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ama009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ama009dpgw.zip
19244ANGIO,amac009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=amac009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/amac009dpgw.zip
19244ANGIO,amac052dpgw,dp_01g,"-108.208333333258,-0.249999999650463,-61.9583333330993,28.9166666671165",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=amac052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/amac052dpgw.zip
77792ANGIO,ame_presentgw,invasoras,"-117.5,14.5340050259999,-86.708331727,32.7173393079177",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ame_presentgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ame_presentgw.zip
77792ANGIO,ame_50r45mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ame_50r45mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ame_50r45mdgw.zip
77792ANGIO,ame_50r85mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ame_50r85mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ame_50r85mdgw.zip
77792ANGIO,ame_70r45mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ame_70r45mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ame_70r45mdgw.zip
77792ANGIO,ame_70r85mdgw,invasoras,"-117.5,14.534005026,-86.7083333329999,32.7173383595301",2016,Martínez-Meyer et al.,http://geoportal.conabio.gob.mx/#!l=ame_70r85mdgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ame_70r85mdgw.zip
26374ANGIO,aoc009dpgw,jm009_0_1,"-118.39038,20.5996299999999,-102.482683,33.532446",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aoc009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aoc009dpgw.zip
36133ANGIO,apa009dpgw,jm009_0_1,"-120.11293756791,22.865597735437,-109.396699567909,35.840078735437",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apa009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apa009dpgw.zip
36216ANGIO,apar009dpgw,jm009_0_1,"-108.88691,16.33896,-90.704304,29.880085",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apar009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apar009dpgw.zip
36217ANGIO,ape009dpgw,jm009_0_1,"-120.11293756791,22.865597735437,-109.396699567909,35.840078735437",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ape009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ape009dpgw.zip
19172ANGIO,apen009dpgw,jm009_0_1,"-118.39038,14.56617,-86.6583159999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apen009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apen009dpgw.zip
19172ANGIO,ape052dpgw,dp_01g,"-109.3749999998,11.2916666670564,-85.0833333328202,28.7083333339477",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=ape052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ape052dpgw.zip
19249ANGIO,api009dpgw,jm009_0_1,"-105.70041,14.56617,-90.36769,20.882584",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=api009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/api009dpgw.zip
36218ANGIO,apo009dpgw,jm009_0_1,"-110.76641864716,14.5317304364004,-86.71738064716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apo009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apo009dpgw.zip
19174ANGIO,apu009dpgw,jm009_0_1,"-105.70041,14.56617,-90.36769,20.882584",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apu009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apu009dpgw.zip
19253ANGIO,ari009dpgw,jm009_0_1,"-110.76641864716,8.65696543640039,-82.16756264716,30.8894094364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ari009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ari009dpgw.zip
19253ANGIO,ari052dpgw,dp_01g,"-109.541666666483,14.5000000007996,-86.7500000000998,28.1250000005497",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=ari052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ari052dpgw.zip
36219ANGIO,aro009dpgw,jm009_0_1,"-109.90036,15.641599,-94.742633,31.790953",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aro009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aro009dpgw.zip
19175ANGIO,asc009dpgw,jm009_0_1,"-116.02232,14.56617,-90.3650129999999,32.740443",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=asc009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/asc009dpgw.zip
19177ANGIO,asu009dpgw,jm009_0_1,"-102.208883,15.674459,-93.609227,20.290941",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=asu009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/asu009dpgw.zip
19260ANGIO,ate009dpgw,jm009_0_1,"-106.28619366272,14.53230558067,-86.7119766627199,24.45690858067",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ate009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ate009dpgw.zip
36814ANGIO,aang009dpgw,jm009_0_1,"-122,13,-79.00172,33.99916",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aang009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aang009dpgw.zip
36813ANGIO,ago009dpgw,jm009_0_1,"-118.39038,20.5996299999999,-102.482683,33.532446",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ago009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ago009dpgw.zip
19257ANGIO,aros009dpgw,jm009_0_1,"-116.75317354978,14.53108589379,-88.3126445497799,35.03026589379",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=aros009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aros009dpgw.zip
19263ANGIO,ateq009dpgw,jm009_0_1,"-117.1317,14.00075,-86.1496059999999,32.575007",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=ateq009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ateq009dpgw.zip
36812ANGIO,avi009dpgw,jm009_0_1,"-111.63961766051,8.6569654364004,-82.17412966051,34.3559374364004",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=avi009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/avi009dpgw.zip
13327ANGIO,adi052dpgw,dp_01g,"-99.4999999998,7.20833333311697,-76.9435618280158,23.4999999999002",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=adi052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/adi052dpgw.zip
13292ANGIO,ask052dpgw,dp_01g,"-96.9999999996405,15.0000000000645,-87.8749999995228,19.0000000001161",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=ask052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ask052dpgw.zip
46987INSEC,aqu006dpgw,dp_01g,"-102.337524414062,12.7161245346069,-85.2208557128906,34.732795715332",2018,Córdoba-Aguilar et al.,http://geoportal.conabio.gob.mx/#!l=aqu006dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aqu006dpgw.zip
3159AVES,abai071dpgw,dp_01g,"-84.8789978027344,8.55950164794922,-82.0489959716797,10.4195022583008",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=abai071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abai071dpgw.zip
7957ANGIO,atet052dpgw,dp_01g,"-108.458333333259,4.37500000035039,-61.791666666432,28.2083333337657",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=atet052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/atet052dpgw.zip
13209AVES,abi071dpgw,dp_01g,"-99.576789855957,7.27347373962402,-77.19677734375,23.2434749603271",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=abi071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/abi071dpgw.zip
13209AVES,acci_bicogw,poly_conabio_conabio_1p,"-100.213229,15.99136,-86.753229,25.54136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acci_bicogw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acci_bicogw.zip
13210AVES,acoi071dpgw,dp_01g,"-128.712295532227,7.29162979125977,-59.7122802734375,51.7716331481934",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=acoi071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acoi071dpgw.zip
13210AVES,acci_coop_wgw,poly_conabio_conabio_1p,"-117.123229,14.58136,-90.383229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acci_coop_wgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acci_coop_wgw.zip
13210AVES,acci_coop_sgw,poly_conabio_conabio_1p,"-116.713229,18.91136,-99.733229,32.57136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acci_coop_sgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acci_coop_sgw.zip
5321AVES,arch071dpgw,dp_01g,"-94.6339263916016,11.8969116210938,-84.9239196777344,17.4769134521484",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=arch071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/arch071dpgw.zip
13211AVES,age071dpgw,dp_01g,"-179.104431152344,19.5443210601807,-59.8244247436523,64.6043243408203",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=age071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/age071dpgw.zip
13211AVES,acci_gentgw,poly_conabio_conabio_1p,"-110.293229,17.12136,-99.133229,31.29136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acci_gentgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acci_gentgw.zip
13212AVES,asti071dpgw,dp_01g,"-170.415252685547,7.24347400665283,-52.6552391052246,60.5834770202637",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=asti071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/asti071dpgw.zip
13212AVES,acci_stri_wgw,poly_conabio_conabio_1p,"-117.123229,14.56136,-86.743229,32.71136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acci_stri_wgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acci_stri_wgw.zip
13212AVES,acci_stri_sgw,poly_conabio_conabio_1p,"-115.653229,16.59136,-95.363229,31.26136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acci_stri_sgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acci_stri_sgw.zip
13212AVES,acc_stgw,aves_ce007,"-117.120879,14.530838,-86.710879,32.620838",2006,Gómez de Silva,http://geoportal.conabio.gob.mx/#!l=acc_stgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acc_stgw.zip
5321AVES,asu071dpgw,dp_01g,"-86.152214050293,7.233473777771,-77.3022079467773,15.6234750747681",2018,Navarro-Sigüenza et al.,http://geoportal.conabio.gob.mx/#!l=asu071dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/asu071dpgw.zip
26301ANGIO,aci061dpgw,dp_01v,"-99.3962249755859,7.20570659637451,-77.6545486450195,19.130708694458",2015,Damon y Bertolini,http://geoportal.conabio.gob.mx/#!l=aci061dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aci061dpgw.zip
51984ANGIO,dis_a_panagw,arbol_trop,"-103.840437,14.640855,-90.400085,21.360543",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_a_panagw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_a_panagw.zip
51984ANGIO,apan009dpgw,jm009_0_1,"-102.33,14.07,-86.33064,26.461171",2021,Téllez-Valdés et al.,http://geoportal.conabio.gob.mx/#!l=apan009dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apan009dpgw.zip
51984ANGIO,apan052dpgw,dp_01g,"-101.458333333031,8.5833333330274,-83.0416666661272,22.1249999998687",2020,Vaca,http://geoportal.conabio.gob.mx/#!l=apan052dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/apan052dpgw.zip
49414ANGIO,ave013dpgw,dp_01g,"-105.253471374512,15.8962707519531,-94.7355499267578,25.7394390106201",2015,Villaseñor et al.,http://geoportal.conabio.gob.mx/#!l=ave013dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ave013dpgw.zip
12577ANFIB,acri_crepgw,poly_conabio_conabio_1p,"-101.747803,27.697626,-100.647804,29.347626",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=acri_crepgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acri_crepgw.zip
35917ANGIO,dis_a_aculgw,arbol_trop,"-106.04051,15.7208,-86.839988,23.680429",2005,Pennington y Sarukhán,http://geoportal.conabio.gob.mx/#!l=dis_a_aculgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/dis_a_aculgw.zip
234437HYMEN,acor003dpgw,dptv_0_1,"-97.15,-35,-35,19.15",2022,Córdoba-Aguilar y Rocha-Ortega,http://geoportal.conabio.gob.mx/#!l=acor003dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acor003dpgw.zip
32651HYMEN,aexr003dpgw,dptv_0_1,"-103.5,-3.3,-63,24.4999999999999",2022,Córdoba-Aguilar y Rocha-Ortega,http://geoportal.conabio.gob.mx/#!l=aexr003dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/aexr003dpgw.zip
252595HYMEN,afur003dpgw,dptv_0_1,"-103.5,-10.35,-44.5,24.4999999999999",2022,Córdoba-Aguilar y Rocha-Ortega,http://geoportal.conabio.gob.mx/#!l=afur003dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/afur003dpgw.zip
1172REPTI,acty_marmgw,poly_conabio_conabio_1p,"-116.667801,32.547626,-116.647804,32.557625",2006,Ochoa-Ochoa et al.,http://geoportal.conabio.gob.mx/#!l=acty_marmgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acty_marmgw.zip
35489ANGIO,afi002dpgw,dp_01g,"-106.972465515137,14.5661697387695,-90.3647842407227,24.4657745361328",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=afi002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/afi002dpgw.zip
13432AVES,acti_macu_wgw,poly_conabio_conabio_1p,"-117.123229,14.56136,-86.743229,32.72136",2007,Navarro y Peterson,http://geoportal.conabio.gob.mx/#!l=acti_macu_wgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/acti_macu_wgw.zip
13432AVES,amah006dpgw,dp_01g,"-118.407418,14.547183,-86.717418,32.717183",2013,Ramírez-Bastida y Navarro-Sigüenza,http://geoportal.conabio.gob.mx/#!l=amah006dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/amah006dpgw.zip
18440ANGIO,agra002dpgw,dp_01g,"-116.01399230957,14.5661697387695,-90.3650054931641,32.7321128845215",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=agra002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/agra002dpgw.zip
18441ANGIO,ani002dpgw,dp_01g,"-106.972465515137,14.5661697387695,-86.7565994262695,24.4657745361328",2018,Dávila-Aranda et al.,http://geoportal.conabio.gob.mx/#!l=ani002dpgw:1,http://www.conabio.gob.mx/informacion/gis/maps/geo/ani002dpgw.zip
